,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
14477,violenc,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,renounc,VBP,O,who,WP,lowercase,who,lowercase,renounce,650,lowercase,violence,O
14478,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,violenc,NN,O,renounc,VBP,lowercase,renounce,lowercase,violence,650,punct,.,O
14479,the,propos,come,VBZ,lowercase,comes,NN,lowercase,proposal,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,651,capitalized,The,O
14480,propos,come,week,NNS,lowercase,weeks,VBZ,lowercase,comes,NN,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,651,lowercase,proposal,O
14481,come,week,befor,IN,lowercase,before,NNS,lowercase,weeks,VBZ,O,propos,NN,O,the,DT,capitalized,The,lowercase,proposal,651,lowercase,comes,O
14482,week,befor,a,DT,lowercase,a,IN,lowercase,before,NNS,O,come,VBZ,O,propos,NN,lowercase,proposal,lowercase,comes,651,lowercase,weeks,O
14483,befor,a,grand,JJ,lowercase,grand,DT,lowercase,a,IN,O,week,NNS,O,come,VBZ,lowercase,comes,lowercase,weeks,651,lowercase,before,O
14484,a,grand,council,NN,lowercase,council,JJ,lowercase,grand,DT,O,befor,IN,O,week,NNS,lowercase,weeks,lowercase,before,651,lowercase,a,O
14485,grand,council,of,IN,lowercase,of,NN,lowercase,council,JJ,O,a,DT,O,befor,IN,lowercase,before,lowercase,a,651,lowercase,grand,O
14486,council,of,afghan,NNS,capitalized,Afghans,IN,lowercase,of,NN,O,grand,JJ,O,a,DT,lowercase,a,lowercase,grand,651,lowercase,council,O
14487,of,afghan,",",",",punct,",",NNS,capitalized,Afghans,IN,O,council,NN,O,grand,JJ,lowercase,grand,lowercase,council,651,lowercase,of,O
14488,afghan,",",known,VBN,lowercase,known,",",punct,",",NNS,O,of,IN,O,council,NN,lowercase,council,lowercase,of,651,capitalized,Afghans,B-gpe
14489,",",known,as,IN,lowercase,as,VBN,lowercase,known,",",B-gpe,afghan,NNS,O,of,IN,lowercase,of,capitalized,Afghans,651,punct,",",O
14490,known,as,a,DT,lowercase,a,IN,lowercase,as,VBN,O,",",",",B-gpe,afghan,NNS,capitalized,Afghans,punct,",",651,lowercase,known,O
14491,as,a,jirga,NN,lowercase,jirga,DT,lowercase,a,IN,O,known,VBN,O,",",",",punct,",",lowercase,known,651,lowercase,as,O
14492,a,jirga,",",",",punct,",",NN,lowercase,jirga,DT,O,as,IN,O,known,VBN,lowercase,known,lowercase,as,651,lowercase,a,O
14493,jirga,",",meet,VBZ,lowercase,meets,",",punct,",",NN,O,a,DT,O,as,IN,lowercase,as,lowercase,a,651,lowercase,jirga,O
14494,",",meet,in,IN,lowercase,in,VBZ,lowercase,meets,",",O,jirga,NN,O,a,DT,lowercase,a,lowercase,jirga,651,punct,",",O
14495,meet,in,kabul,NNP,capitalized,Kabul,IN,lowercase,in,VBZ,O,",",",",O,jirga,NN,lowercase,jirga,punct,",",651,lowercase,meets,O
14496,in,kabul,on,IN,lowercase,on,NNP,capitalized,Kabul,IN,O,meet,VBZ,O,",",",",punct,",",lowercase,meets,651,lowercase,in,O
14497,kabul,on,may,NNP,capitalized,May,IN,lowercase,on,NNP,O,in,IN,O,meet,VBZ,lowercase,meets,lowercase,in,651,capitalized,Kabul,B-geo
14498,on,may,29,CD,number,29,NNP,capitalized,May,IN,B-geo,kabul,NNP,O,in,IN,lowercase,in,capitalized,Kabul,651,lowercase,on,O
14499,may,29,to,TO,lowercase,to,CD,number,29,NNP,O,on,IN,B-geo,kabul,NNP,capitalized,Kabul,lowercase,on,651,capitalized,May,B-tim
14500,29,to,discuss,VB,lowercase,discuss,TO,lowercase,to,CD,B-tim,may,NNP,O,on,IN,lowercase,on,capitalized,May,651,number,29,I-tim
14501,to,discuss,how,WRB,lowercase,how,VB,lowercase,discuss,TO,I-tim,29,CD,B-tim,may,NNP,capitalized,May,number,29,651,lowercase,to,O
14502,discuss,how,to,TO,lowercase,to,WRB,lowercase,how,VB,O,to,TO,I-tim,29,CD,number,29,lowercase,to,651,lowercase,discuss,O
14503,how,to,make,VB,lowercase,make,TO,lowercase,to,WRB,O,discuss,VB,O,to,TO,lowercase,to,lowercase,discuss,651,lowercase,how,O
14504,to,make,peac,NN,lowercase,peace,VB,lowercase,make,TO,O,how,WRB,O,discuss,VB,lowercase,discuss,lowercase,how,651,lowercase,to,O
14505,make,peac,with,IN,lowercase,with,NN,lowercase,peace,VB,O,to,TO,O,how,WRB,lowercase,how,lowercase,to,651,lowercase,make,O
14506,peac,with,the,DT,lowercase,the,IN,lowercase,with,NN,O,make,VB,O,to,TO,lowercase,to,lowercase,make,651,lowercase,peace,O
14507,with,the,insurg,NNS,lowercase,insurgents,DT,lowercase,the,IN,O,peac,NN,O,make,VB,lowercase,make,lowercase,peace,651,lowercase,with,O
14508,the,insurg,.,.,punct,.,NNS,lowercase,insurgents,DT,O,with,IN,O,peac,NN,lowercase,peace,lowercase,with,651,lowercase,the,O
14509,insurg,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,the,DT,O,with,IN,lowercase,with,lowercase,the,651,lowercase,insurgents,O
14510,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,insurg,NNS,O,the,DT,lowercase,the,lowercase,insurgents,651,punct,.,O
14511,possibl,peac,talk,NNS,lowercase,talks,NN,lowercase,peace,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,652,capitalized,Possible,O
14512,peac,talk,will,MD,lowercase,will,NNS,lowercase,talks,NN,O,possibl,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Possible,652,lowercase,peace,O
14513,talk,will,be,VB,lowercase,be,MD,lowercase,will,NNS,O,peac,NN,O,possibl,JJ,capitalized,Possible,lowercase,peace,652,lowercase,talks,O
14514,will,be,a,DT,lowercase,a,VB,lowercase,be,MD,O,talk,NNS,O,peac,NN,lowercase,peace,lowercase,talks,652,lowercase,will,O
14515,be,a,key,JJ,lowercase,key,DT,lowercase,a,VB,O,will,MD,O,talk,NNS,lowercase,talks,lowercase,will,652,lowercase,be,O
14516,a,key,issu,NN,lowercase,issue,JJ,lowercase,key,DT,O,be,VB,O,will,MD,lowercase,will,lowercase,be,652,lowercase,a,O
14517,key,issu,discuss,VBN,lowercase,discussed,NN,lowercase,issue,JJ,O,a,DT,O,be,VB,lowercase,be,lowercase,a,652,lowercase,key,O
14518,issu,discuss,when,WRB,lowercase,when,VBN,lowercase,discussed,NN,O,key,JJ,O,a,DT,lowercase,a,lowercase,key,652,lowercase,issue,O
14519,discuss,when,afghan,JJ,capitalized,Afghan,WRB,lowercase,when,VBN,O,issu,NN,O,key,JJ,lowercase,key,lowercase,issue,652,lowercase,discussed,O
14520,when,afghan,presid,NNP,capitalized,President,JJ,capitalized,Afghan,WRB,O,discuss,VBN,O,issu,NN,lowercase,issue,lowercase,discussed,652,lowercase,when,O
14521,afghan,presid,hamid,NNP,capitalized,Hamid,NNP,capitalized,President,JJ,O,when,WRB,O,discuss,VBN,lowercase,discussed,lowercase,when,652,capitalized,Afghan,B-gpe
14522,presid,hamid,karzai,NNP,capitalized,Karzai,NNP,capitalized,Hamid,NNP,B-gpe,afghan,JJ,O,when,WRB,lowercase,when,capitalized,Afghan,652,capitalized,President,B-per
14523,hamid,karzai,meet,VBZ,lowercase,meets,NNP,capitalized,Karzai,NNP,B-per,presid,NNP,B-gpe,afghan,JJ,capitalized,Afghan,capitalized,President,652,capitalized,Hamid,I-per
14524,karzai,meet,with,IN,lowercase,with,VBZ,lowercase,meets,NNP,I-per,hamid,NNP,B-per,presid,NNP,capitalized,President,capitalized,Hamid,652,capitalized,Karzai,I-per
14525,meet,with,u.s.,NNP,abbreviation,U.S.,IN,lowercase,with,VBZ,I-per,karzai,NNP,I-per,hamid,NNP,capitalized,Hamid,capitalized,Karzai,652,lowercase,meets,O
14526,with,u.s.,presid,NNP,capitalized,President,NNP,abbreviation,U.S.,IN,O,meet,VBZ,I-per,karzai,NNP,capitalized,Karzai,lowercase,meets,652,lowercase,with,O
14527,u.s.,presid,barack,NNP,capitalized,Barack,NNP,capitalized,President,NNP,O,with,IN,O,meet,VBZ,lowercase,meets,lowercase,with,652,abbreviation,U.S.,B-gpe
14528,presid,barack,obama,NNP,capitalized,Obama,NNP,capitalized,Barack,NNP,B-gpe,u.s.,NNP,O,with,IN,lowercase,with,abbreviation,U.S.,652,capitalized,President,O
14529,barack,obama,in,IN,lowercase,in,NNP,capitalized,Obama,NNP,O,presid,NNP,B-gpe,u.s.,NNP,abbreviation,U.S.,capitalized,President,652,capitalized,Barack,B-per
14530,obama,in,washington,NNP,capitalized,Washington,IN,lowercase,in,NNP,B-per,barack,NNP,O,presid,NNP,capitalized,President,capitalized,Barack,652,capitalized,Obama,I-per
14531,in,washington,this,DT,lowercase,this,NNP,capitalized,Washington,IN,I-per,obama,NNP,B-per,barack,NNP,capitalized,Barack,capitalized,Obama,652,lowercase,in,O
14532,washington,this,week,NN,lowercase,week,DT,lowercase,this,NNP,O,in,IN,I-per,obama,NNP,capitalized,Obama,lowercase,in,652,capitalized,Washington,B-geo
14533,this,week,.,.,punct,.,NN,lowercase,week,DT,B-geo,washington,NNP,O,in,IN,lowercase,in,capitalized,Washington,652,lowercase,this,O
14534,week,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,this,DT,B-geo,washington,NNP,capitalized,Washington,lowercase,this,652,lowercase,week,O
14535,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,week,NN,O,this,DT,lowercase,this,lowercase,week,652,punct,.,O
14536,russia,has,order,VBN,lowercase,ordered,VBZ,lowercase,has,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,653,capitalized,Russia,B-geo
14537,has,order,it,PRP$,lowercase,its,VBN,lowercase,ordered,VBZ,B-geo,russia,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Russia,653,lowercase,has,O
14538,order,it,fleet,NN,lowercase,fleet,PRP$,lowercase,its,VBN,O,has,VBZ,B-geo,russia,NNP,capitalized,Russia,lowercase,has,653,lowercase,ordered,O
14539,it,fleet,of,IN,lowercase,of,NN,lowercase,fleet,PRP$,O,order,VBN,O,has,VBZ,lowercase,has,lowercase,ordered,653,lowercase,its,O
14540,fleet,of,su-24,NNP,contains-hyphen,Su-24,IN,lowercase,of,NN,O,it,PRP$,O,order,VBN,lowercase,ordered,lowercase,its,653,lowercase,fleet,O
14541,of,su-24,bomber,NNS,lowercase,bombers,NNP,contains-hyphen,Su-24,IN,O,fleet,NN,O,it,PRP$,lowercase,its,lowercase,fleet,653,lowercase,of,O
14542,su-24,bomber,ground,VBD,lowercase,grounded,NNS,lowercase,bombers,NNP,O,of,IN,O,fleet,NN,lowercase,fleet,lowercase,of,653,contains-hyphen,Su-24,B-art
14543,bomber,ground,after,IN,lowercase,after,VBD,lowercase,grounded,NNS,B-art,su-24,NNP,O,of,IN,lowercase,of,contains-hyphen,Su-24,653,lowercase,bombers,O
14544,ground,after,one,CD,lowercase,one,IN,lowercase,after,VBD,O,bomber,NNS,B-art,su-24,NNP,contains-hyphen,Su-24,lowercase,bombers,653,lowercase,grounded,O
14545,after,one,of,IN,lowercase,of,CD,lowercase,one,IN,O,ground,VBD,O,bomber,NNS,lowercase,bombers,lowercase,grounded,653,lowercase,after,O
14546,one,of,the,DT,lowercase,the,IN,lowercase,of,CD,O,after,IN,O,ground,VBD,lowercase,grounded,lowercase,after,653,lowercase,one,O
14547,of,the,plane,NNS,lowercase,planes,DT,lowercase,the,IN,O,one,CD,O,after,IN,lowercase,after,lowercase,one,653,lowercase,of,O
14548,the,plane,crash,VBD,lowercase,crashed,NNS,lowercase,planes,DT,O,of,IN,O,one,CD,lowercase,one,lowercase,of,653,lowercase,the,O
14549,plane,crash,dure,IN,lowercase,during,VBD,lowercase,crashed,NNS,O,the,DT,O,of,IN,lowercase,of,lowercase,the,653,lowercase,planes,O
14550,crash,dure,a,DT,lowercase,a,IN,lowercase,during,VBD,O,plane,NNS,O,the,DT,lowercase,the,lowercase,planes,653,lowercase,crashed,O
14551,dure,a,train,NN,lowercase,training,DT,lowercase,a,IN,O,crash,VBD,O,plane,NNS,lowercase,planes,lowercase,crashed,653,lowercase,during,O
14552,a,train,mission,NN,lowercase,mission,NN,lowercase,training,DT,O,dure,IN,O,crash,VBD,lowercase,crashed,lowercase,during,653,lowercase,a,O
14553,train,mission,.,.,punct,.,NN,lowercase,mission,NN,O,a,DT,O,dure,IN,lowercase,during,lowercase,a,653,lowercase,training,O
14554,mission,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,train,NN,O,a,DT,lowercase,a,lowercase,training,653,lowercase,mission,O
14555,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,mission,NN,O,train,NN,lowercase,training,lowercase,mission,653,punct,.,O
14556,air,forc,offici,NNS,lowercase,officials,NN,lowercase,force,NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,654,capitalized,Air,B-org
14557,forc,offici,said,VBD,lowercase,said,NNS,lowercase,officials,NN,B-org,air,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Air,654,lowercase,force,I-org
14558,offici,said,thursday,NNP,capitalized,Thursday,VBD,lowercase,said,NNS,I-org,forc,NN,B-org,air,NNP,capitalized,Air,lowercase,force,654,lowercase,officials,O
14559,said,thursday,that,IN,lowercase,that,NNP,capitalized,Thursday,VBD,O,offici,NNS,I-org,forc,NN,lowercase,force,lowercase,officials,654,lowercase,said,O
14560,thursday,that,a,DT,lowercase,a,IN,lowercase,that,NNP,O,said,VBD,O,offici,NNS,lowercase,officials,lowercase,said,654,capitalized,Thursday,B-tim
14561,that,a,technic,JJ,lowercase,technical,DT,lowercase,a,IN,B-tim,thursday,NNP,O,said,VBD,lowercase,said,capitalized,Thursday,654,lowercase,that,O
14562,a,technic,problem,NN,lowercase,problem,JJ,lowercase,technical,DT,O,that,IN,B-tim,thursday,NNP,capitalized,Thursday,lowercase,that,654,lowercase,a,O
14563,technic,problem,caus,VBD,lowercase,caused,NN,lowercase,problem,JJ,O,a,DT,O,that,IN,lowercase,that,lowercase,a,654,lowercase,technical,O
14564,problem,caus,the,DT,lowercase,the,VBD,lowercase,caused,NN,O,technic,JJ,O,a,DT,lowercase,a,lowercase,technical,654,lowercase,problem,O
14565,caus,the,earli,JJ,lowercase,early,DT,lowercase,the,VBD,O,problem,NN,O,technic,JJ,lowercase,technical,lowercase,problem,654,lowercase,caused,O
14566,the,earli,morn,NN,lowercase,morning,JJ,lowercase,early,DT,O,caus,VBD,O,problem,NN,lowercase,problem,lowercase,caused,654,lowercase,the,O
14567,earli,morn,accid,NN,lowercase,accident,NN,lowercase,morning,JJ,O,the,DT,O,caus,VBD,lowercase,caused,lowercase,the,654,lowercase,early,O
14568,morn,accid,in,IN,lowercase,in,NN,lowercase,accident,NN,O,earli,JJ,O,the,DT,lowercase,the,lowercase,early,654,lowercase,morning,O
14569,accid,in,the,DT,lowercase,the,IN,lowercase,in,NN,O,morn,NN,O,earli,JJ,lowercase,early,lowercase,morning,654,lowercase,accident,O
14570,in,the,far,NNP,capitalized,Far,DT,lowercase,the,IN,O,accid,NN,O,morn,NN,lowercase,morning,lowercase,accident,654,lowercase,in,O
14571,the,far,east,NNP,capitalized,East,NNP,capitalized,Far,DT,O,in,IN,O,accid,NN,lowercase,accident,lowercase,in,654,lowercase,the,O
14572,far,east,khabarovsk,NNP,capitalized,Khabarovsk,NNP,capitalized,East,NNP,O,the,DT,O,in,IN,lowercase,in,lowercase,the,654,capitalized,Far,B-geo
14573,east,khabarovsk,territori,NN,lowercase,territory,NNP,capitalized,Khabarovsk,NNP,B-geo,far,NNP,O,the,DT,lowercase,the,capitalized,Far,654,capitalized,East,I-geo
14574,khabarovsk,territori,.,.,punct,.,NN,lowercase,territory,NNP,I-geo,east,NNP,B-geo,far,NNP,capitalized,Far,capitalized,East,654,capitalized,Khabarovsk,I-geo
14575,territori,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,I-geo,khabarovsk,NNP,I-geo,east,NNP,capitalized,East,capitalized,Khabarovsk,654,lowercase,territory,O
14576,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,territori,NN,I-geo,khabarovsk,NNP,capitalized,Khabarovsk,lowercase,territory,654,punct,.,O
14577,they,said,preliminari,JJ,lowercase,preliminary,VBD,lowercase,said,PRP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,655,capitalized,They,O
14578,said,preliminari,investig,NN,lowercase,investigation,JJ,lowercase,preliminary,VBD,O,they,PRP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,They,655,lowercase,said,O
14579,preliminari,investig,indic,VBZ,lowercase,indicates,NN,lowercase,investigation,JJ,O,said,VBD,O,they,PRP,capitalized,They,lowercase,said,655,lowercase,preliminary,O
14580,investig,indic,that,IN,lowercase,that,VBZ,lowercase,indicates,NN,O,preliminari,JJ,O,said,VBD,lowercase,said,lowercase,preliminary,655,lowercase,investigation,O
14581,indic,that,a,DT,lowercase,a,IN,lowercase,that,VBZ,O,investig,NN,O,preliminari,JJ,lowercase,preliminary,lowercase,investigation,655,lowercase,indicates,O
14582,that,a,technic,JJ,lowercase,technical,DT,lowercase,a,IN,O,indic,VBZ,O,investig,NN,lowercase,investigation,lowercase,indicates,655,lowercase,that,O
14583,a,technic,problem,NN,lowercase,problem,JJ,lowercase,technical,DT,O,that,IN,O,indic,VBZ,lowercase,indicates,lowercase,that,655,lowercase,a,O
14584,technic,problem,rather,RB,lowercase,rather,NN,lowercase,problem,JJ,O,a,DT,O,that,IN,lowercase,that,lowercase,a,655,lowercase,technical,O
14585,problem,rather,than,IN,lowercase,than,RB,lowercase,rather,NN,O,technic,JJ,O,a,DT,lowercase,a,lowercase,technical,655,lowercase,problem,O
14586,rather,than,pilot,NN,lowercase,pilot,IN,lowercase,than,RB,O,problem,NN,O,technic,JJ,lowercase,technical,lowercase,problem,655,lowercase,rather,O
14587,than,pilot,error,NN,lowercase,error,NN,lowercase,pilot,IN,O,rather,RB,O,problem,NN,lowercase,problem,lowercase,rather,655,lowercase,than,O
14588,pilot,error,caus,VBZ,lowercase,cause,NN,lowercase,error,NN,O,than,IN,O,rather,RB,lowercase,rather,lowercase,than,655,lowercase,pilot,O
14589,error,caus,the,DT,lowercase,the,VBZ,lowercase,cause,NN,O,pilot,NN,O,than,IN,lowercase,than,lowercase,pilot,655,lowercase,error,O
14590,caus,the,crash,NN,lowercase,crash,DT,lowercase,the,VBZ,O,error,NN,O,pilot,NN,lowercase,pilot,lowercase,error,655,lowercase,cause,O
14591,the,crash,.,.,punct,.,NN,lowercase,crash,DT,O,caus,VBZ,O,error,NN,lowercase,error,lowercase,cause,655,lowercase,the,O
14592,crash,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,caus,VBZ,lowercase,cause,lowercase,the,655,lowercase,crash,O
14593,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,crash,NN,O,the,DT,lowercase,the,lowercase,crash,655,punct,.,O
14594,russian,news,media,NNS,lowercase,media,NN,lowercase,news,JJ,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,656,capitalized,Russian,B-gpe
14595,news,media,say,VBP,lowercase,say,NNS,lowercase,media,NN,B-gpe,russian,JJ,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Russian,656,lowercase,news,O
14596,media,say,rescu,NN,lowercase,rescue,VBP,lowercase,say,NNS,O,news,NN,B-gpe,russian,JJ,capitalized,Russian,lowercase,news,656,lowercase,media,O
14597,say,rescu,helicopt,NNS,lowercase,helicopters,NN,lowercase,rescue,VBP,O,media,NNS,O,news,NN,lowercase,news,lowercase,media,656,lowercase,say,O
14598,rescu,helicopt,found,VBD,lowercase,found,NNS,lowercase,helicopters,NN,O,say,VBP,O,media,NNS,lowercase,media,lowercase,say,656,lowercase,rescue,O
14599,helicopt,found,the,DT,lowercase,the,VBD,lowercase,found,NNS,O,rescu,NN,O,say,VBP,lowercase,say,lowercase,rescue,656,lowercase,helicopters,O
14600,found,the,wreckag,NN,lowercase,wreckage,DT,lowercase,the,VBD,O,helicopt,NNS,O,rescu,NN,lowercase,rescue,lowercase,helicopters,656,lowercase,found,O
14601,the,wreckag,more,RBR,lowercase,more,NN,lowercase,wreckage,DT,O,found,VBD,O,helicopt,NNS,lowercase,helicopters,lowercase,found,656,lowercase,the,O
14602,wreckag,more,than,IN,lowercase,than,RBR,lowercase,more,NN,O,the,DT,O,found,VBD,lowercase,found,lowercase,the,656,lowercase,wreckage,O
14603,more,than,a,DT,lowercase,a,IN,lowercase,than,RBR,O,wreckag,NN,O,the,DT,lowercase,the,lowercase,wreckage,656,lowercase,more,O
14604,than,a,100,CD,number,100,DT,lowercase,a,IN,O,more,RBR,O,wreckag,NN,lowercase,wreckage,lowercase,more,656,lowercase,than,O
14605,a,100,kilomet,NNS,lowercase,kilometers,CD,number,100,DT,O,than,IN,O,more,RBR,lowercase,more,lowercase,than,656,lowercase,a,O
14606,100,kilomet,away,RB,lowercase,away,NNS,lowercase,kilometers,CD,O,a,DT,O,than,IN,lowercase,than,lowercase,a,656,number,100,O
14607,kilomet,away,from,IN,lowercase,from,RB,lowercase,away,NNS,O,100,CD,O,a,DT,lowercase,a,number,100,656,lowercase,kilometers,O
14608,away,from,the,DT,lowercase,the,IN,lowercase,from,RB,O,kilomet,NNS,O,100,CD,number,100,lowercase,kilometers,656,lowercase,away,O
14609,from,the,airfield,NN,lowercase,airfield,DT,lowercase,the,IN,O,away,RB,O,kilomet,NNS,lowercase,kilometers,lowercase,away,656,lowercase,from,O
14610,the,airfield,.,.,punct,.,NN,lowercase,airfield,DT,O,from,IN,O,away,RB,lowercase,away,lowercase,from,656,lowercase,the,O
14611,airfield,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,656,lowercase,airfield,O
14612,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,airfield,NN,O,the,DT,lowercase,the,lowercase,airfield,656,punct,.,O
14613,the,two,pilot,NNS,lowercase,pilots,CD,lowercase,two,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,657,capitalized,The,O
14614,two,pilot,had,VBD,lowercase,had,NNS,lowercase,pilots,CD,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,657,lowercase,two,O
14615,pilot,had,eject,VBN,lowercase,ejected,VBD,lowercase,had,NNS,O,two,CD,O,the,DT,capitalized,The,lowercase,two,657,lowercase,pilots,O
14616,had,eject,safe,RB,lowercase,safely,VBN,lowercase,ejected,VBD,O,pilot,NNS,O,two,CD,lowercase,two,lowercase,pilots,657,lowercase,had,O
14617,eject,safe,befor,IN,lowercase,before,RB,lowercase,safely,VBN,O,had,VBD,O,pilot,NNS,lowercase,pilots,lowercase,had,657,lowercase,ejected,O
14618,safe,befor,the,DT,lowercase,the,IN,lowercase,before,RB,O,eject,VBN,O,had,VBD,lowercase,had,lowercase,ejected,657,lowercase,safely,O
14619,befor,the,crash,NN,lowercase,crash,DT,lowercase,the,IN,O,safe,RB,O,eject,VBN,lowercase,ejected,lowercase,safely,657,lowercase,before,O
14620,the,crash,and,CC,lowercase,and,NN,lowercase,crash,DT,O,befor,IN,O,safe,RB,lowercase,safely,lowercase,before,657,lowercase,the,O
14621,crash,and,were,VBD,lowercase,were,CC,lowercase,and,NN,O,the,DT,O,befor,IN,lowercase,before,lowercase,the,657,lowercase,crash,O
14622,and,were,taken,VBN,lowercase,taken,VBD,lowercase,were,CC,O,crash,NN,O,the,DT,lowercase,the,lowercase,crash,657,lowercase,and,O
14623,were,taken,to,TO,lowercase,to,VBN,lowercase,taken,VBD,O,and,CC,O,crash,NN,lowercase,crash,lowercase,and,657,lowercase,were,O
14624,taken,to,a,DT,lowercase,a,TO,lowercase,to,VBN,O,were,VBD,O,and,CC,lowercase,and,lowercase,were,657,lowercase,taken,O
14625,to,a,militari,JJ,lowercase,military,DT,lowercase,a,TO,O,taken,VBN,O,were,VBD,lowercase,were,lowercase,taken,657,lowercase,to,O
14626,a,militari,hospit,NN,lowercase,hospital,JJ,lowercase,military,DT,O,to,TO,O,taken,VBN,lowercase,taken,lowercase,to,657,lowercase,a,O
14627,militari,hospit,for,IN,lowercase,for,NN,lowercase,hospital,JJ,O,a,DT,O,to,TO,lowercase,to,lowercase,a,657,lowercase,military,O
14628,hospit,for,a,DT,lowercase,a,IN,lowercase,for,NN,O,militari,JJ,O,a,DT,lowercase,a,lowercase,military,657,lowercase,hospital,O
14629,for,a,medic,JJ,lowercase,medical,DT,lowercase,a,IN,O,hospit,NN,O,militari,JJ,lowercase,military,lowercase,hospital,657,lowercase,for,O
14630,a,medic,examin,NN,lowercase,examination,JJ,lowercase,medical,DT,O,for,IN,O,hospit,NN,lowercase,hospital,lowercase,for,657,lowercase,a,O
14631,medic,examin,.,.,punct,.,NN,lowercase,examination,JJ,O,a,DT,O,for,IN,lowercase,for,lowercase,a,657,lowercase,medical,O
14632,examin,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,medic,JJ,O,a,DT,lowercase,a,lowercase,medical,657,lowercase,examination,O
14633,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,examin,NN,O,medic,JJ,lowercase,medical,lowercase,examination,657,punct,.,O
14634,report,say,there,EX,lowercase,there,VBP,lowercase,say,NNS,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,658,capitalized,Reports,O
14635,say,there,was,VBD,lowercase,was,EX,lowercase,there,VBP,O,report,NNS,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Reports,658,lowercase,say,O
14636,there,was,no,DT,lowercase,no,VBD,lowercase,was,EX,O,say,VBP,O,report,NNS,capitalized,Reports,lowercase,say,658,lowercase,there,O
14637,was,no,damag,NN,lowercase,damage,DT,lowercase,no,VBD,O,there,EX,O,say,VBP,lowercase,say,lowercase,there,658,lowercase,was,O
14638,no,damag,on,IN,lowercase,on,NN,lowercase,damage,DT,O,was,VBD,O,there,EX,lowercase,there,lowercase,was,658,lowercase,no,O
14639,damag,on,the,DT,lowercase,the,IN,lowercase,on,NN,O,no,DT,O,was,VBD,lowercase,was,lowercase,no,658,lowercase,damage,O
14640,on,the,ground,NN,lowercase,ground,DT,lowercase,the,IN,O,damag,NN,O,no,DT,lowercase,no,lowercase,damage,658,lowercase,on,O
14641,the,ground,.,.,punct,.,NN,lowercase,ground,DT,O,on,IN,O,damag,NN,lowercase,damage,lowercase,on,658,lowercase,the,O
14642,ground,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,on,IN,lowercase,on,lowercase,the,658,lowercase,ground,O
